title,content,news_id,label
青海“益”路携手“童”行项目助血液病患儿走出困境,"<div>  <img src=""https://cdn.xinxiliusdk.cn/static__64497fbf81980dbe2e6f9c4a19abe9d4db128ee0"">  <p>图为血液病患儿制作的手工制品。 孙睿 摄</p> <p>图为血液病患儿制作的手工制品。 孙睿 摄</p> <p>中新网西宁1月7日电 (孙睿)“‘益’路携手‘童’行项目针对在青海妇女儿童医院、青海大学附属医院长期住院治疗的14岁以下血液病患儿，提供功课辅导、游戏互动、手工制作、绘画摄影、心理疏导等内容为主的陪伴式成长教育，帮助他们减少脱离学校教育的心理落差，拥有尽快适应社会的能力。”青海省红十字会副会长王昆7日表示。</p> <p>当日，青海省红十字会“益”路携手“童”行项目志愿服务点揭牌仪式在青海省妇女儿童医院举行。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__6c93bad0fa3822ffdbe0987e7b6bce163f6e8680"">  <p>图为“益”路携手“童”行社会实践志愿服务项目正式揭牌。 孙睿 摄</p> <p>王昆介绍，目前，血液病在全世界范围都是难以攻克的疾病，且治疗难度高、周期长，给患者身心带来重创。尤其是血液病患儿，需要长期住院治疗、康复，患儿们在治疗期间脱离社会和学校教育，心理难免会产生一些落差与不适。</p> <p>针对这一情况，青海省红十字会于2020年积极争取了1.2万元的经费，分别在青海妇女儿童医院、青海大学附属医院实施了“益”路携手“童”行社会实践志愿服务项目，并由青海大学红十字会和青海大学临床医学系红十字志愿服务队负责承办、实施项目。该项目旨在陪伴血液病患儿，帮助他们建立对抗病魔的信心，重燃患儿们对美好生活的希望。同时通过志愿者的服务引起社会各界对于血液病患儿的关注，吸引更多的爱心人士参与到陪伴血液病患儿的行列中来。</p> <p>参与其中的志愿者张旭告诉中新网记者：“在前期，我们进行了血液病知识培训，使会内百余名志愿者掌握了与患儿接触的注意事项。为期两个多月的志愿活动中，我们开展了为患儿进行心理疏导、理论知识辅导、娱乐活动相结合的项目；针对患儿，采用游戏、绘画、手工制作、照片墙、相册等多种方式加强血液病患儿的沟通能力。虽然每个人的付出都是朴实而有限的，但正是这些小小的火种，温暖了我们整个社会。”</p> <p>青海妇女儿童医院党委书记王守磊说，“益”路携手“童”行项目的实施与开展，给众多患儿和患儿家庭带来了希望，减轻了心理负担，也让患儿们恢复微笑、恢复健康。</p> <p>王昆表示，青海省红十字会将持续关注并支持该项目，尽可能为志愿者们提供帮助血液病患儿的项目平台。希望红十字志愿者们帮助更多的血液病患儿走出困境、获得希望、融入社会。也希望通过“益”路携手“童”行社会实践志愿服务项目的实施，能带动社会上更多的爱心人士给予血液病患儿持续的关怀与关爱，在硬件和软件上提供支持和帮助，并让越来越多的红十字志愿者了解项目意义、参与项目实施、扩大项目受益范围。(完)</p> <p>来源：中国新闻网</p> </div>",202101341c69cfbe1aef26a1e991f00d379534,0
太极拳入非遗 发源地河南温县举行庆典,太极拳入非遗 发源地河南温县举行庆典,20201205a3e3c422077f7f8a620f31ac6a9006,0
同一栋楼有人只穿单衣、有人却裹棉袄， 寒潮来袭，这事真闹心！,"<div>  <p>家住朝阳区大黄庄绿岛苑5号楼20层顶层的居民徐先生向本报反映，楼里暖气烧得挺足，但自己屋内却始终冷冰冰。“近期北京连续降温，天一黑要是不开电暖器和空调，我家的室温就会掉到十四五摄氏度。”徐先生说，这样的情况已经持续了一段时间，不止自己一家，其他居住在顶层的居民也都饱受这一问题的困扰。</p> <p><img src=""https://cdn.xinxiliusdk.cn/static__04fbbbdc478d520c55dc8fe42d7b35227f861fb8""></p> <p>下午5点，绿岛苑5号楼顶层居民家的室温只有十二三摄氏度。</p> <p>寒潮来袭，最让徐先生闹心的就是屋里的温度。“在屋里实在是太冷了！”刚一见面，记者就注意到了徐先生身上厚厚的衣物。虽然是在屋里，但他的羽绒背心下，除了穿着一件毛衣，还套着一件羊绒衫。在屋内转了一圈，确如徐先生所说，屋内暖气管摸起来很是热乎，靠在上面不多时人就会感到暖烘烘的。然而，只要离开暖气管来到屋子中央，就会感到明显的温度差，脚底也会传来阵阵凉气。下午4点，尽管太阳还没完全下山，但徐先生家温度计的指针显示，此时室温只有16.5℃。</p> <p>随后，记者来到5号楼顶层另一侧的颜女士家，这里的情况同样不容乐观。颜女士怀孕三个多月，每周有一半的时间在家办公。根据温度计显示，下午时分，她家屋内的温度也只能维持在15℃上下。颜女士表示，这段时间只要自己在家就一定会穿着羽绒服。但在该楼19层另一位居民家中，室温明显比颜女士家暖和不少。这位居民表示，目前她家的室内温度非常适宜，如果是下午时分，她居家仅需穿一件单衣。</p> <p>记者采访期间正值下班高峰，住在顶层的居民陆续返回家中。记者进入多位顶层居民家探访后发现，这些居民家中的暖气管摸着都很热乎，但无一例外，室温都不高。只有极少数户型朝南的居民家中，室温勉强达到18℃的“及格线”。</p> <p>“我们白天都上班，晚上回来冻得不行，有时早上一觉醒来，脑门鼻头都冻得冰凉。我们家在阳面都受不了，别人家就更别提了。”一位顶层住户说。还有多位居民告诉记者，5号楼是2008年建成入住的。2018年时，楼顶曾进行过防水大修。也正是自那之后，顶层冬季屋内冷、存不住热气的情况就开始逐渐显现。“因此，大家猜测，有没有可能是在当初房顶大修时保温层受到了损坏？在这之后，我们不止一次打电话向物业、社区和区房管局反映这一问题，不过，始终没有哪个部门或单位能够给出一个明确的结论。”居民们表示，此次联系到《北京晚报》，就是希望有关部门或单位能够尽早查明原因，解决这一问题。</p> <p>记者联系到了负责绿岛苑小区管理的北京家全基业物业管理有限公司梁经理。梁经理说，此前物业也曾到5号楼顶层居民家中进行过查看，居民们反映的屋里存不住热气的情况确实存在。“据我了解，当时5号楼是通过动用公共维修基金对楼顶进行大修的，工程是严格按手续施工，也通过了验收。仅依靠物业很难对居民家中出现的情况给出权威的鉴定结果和解决方案。”梁经理表示，物业也希望配合有关部门解决居民的难题，他们已经备齐了2018年大修时的所有材料供有关部门查验，“最近，我们也在制订更细致的工作流程。每天去了哪些部门、做了怎样的沟通，我们都会一一记录下来，及时向居民反馈事件的进展。”</p> <p>据了解，三间房乡规划科工作人员已致电社区了解相关情况。对于居民反映楼顶大修后屋内温度降低一事，经与物业公司沟通对方表示防水维修有正常的审批手续，工程验收合格。目前，规划科已向物业索要相关资质证明，下一步将对顶层居民进行入户测温。记者也将持续关注此事的进展。</p> <p>来源：北京晚报 | 记者 陈圣禹</p>  </div>",202101f01402f0509cbe033491e346c5db227f,1
惠民县行政审批服务局：群众有需求 服务有温度," <p> 大众网·海报新闻记者 王君彩 见习记者 段峰 通讯员 贺梁 白洁 邓良明 滨州报道</p> <p> 今年以来，惠民县行政审批服务局紧紧围绕全县中心工作，以落实“一次办好”改革、优化营商环境为主线，聚焦痛点难点堵点，进一步强化责任担当，优化办事流程，创新服务模式，以新理念新思路推动制度创新、流程再造，大胆探索具有地方特色的审批新路径，为全县经济社会高质量发展增添新动力、注入新活力。</p> <p><img src=""https://cdn.xinxiliusdk.cn/static__29686202243a066074b6aa6112df87d0960d1bbe""></p> <p> 无差别“一窗受理”“一链办理”高效便捷</p> <p> 紧紧围绕解决群众反映强烈的办事难、办事慢、办事繁等问题，编制完成县级行政审批标准化“一窗受理”服务指南，全面实现行政审批无差别“一窗受理”。实现办事群众“到一个窗口、找任何一人、交一套材料、办所有事”。以“我要开酒店”为例，组合了营业执照、环评、食品经营许可、卫生许可等9个办理分项，过去需要9个窗口，9套材料，现在仅1个窗口1套材料，即可办结。</p> <p><img src=""https://cdn.xinxiliusdk.cn/static__5fd28f154709e2aba142f75c089b1b4be1e8c464""></p> <p> “一网通办”实现“数据跑路”，群众“一次不用跑”</p> <p> 为打造让老百姓有感知、有温度的政务服务，提升人民群众的幸福感、获得感，结合“互联网+政务服务”，加快构建“一网通办”政务服务支撑体系，实现网上申请，网上审批。以林业植物检疫为例，组织群众进行网上申请培训班，手把手教会网上申请；印制《惠民县行政审批服务局网上办理业务操作指南》，实现群众“足不出户”办业务。</p> <p> 利用群众喜闻乐见的微信、QQ等小程序传材料、报申请，实现申请材料预审，避免申请材料反复改动，重复多次打印，实现群众“零跑腿”一次性提交材料。以农药经验许可证为例，在农药经营许可证业务办理过程中，实行申请材料电子版预审，申请人先把申请材料的电子版通过邮箱、微信或山东政务服务网报送惠民县行政审批服务局进行审核，在审核过程中发现的问题，及时指导申请人修改电子版材料，直至合格，再由审批局或申请人一次性打印纸质版材料，审批局工作人员现场核查时一并把加盖公章的纸质版申请材料带回，经现场核查合格且公示无异议后颁发农药经营许可证，并把农药经营许可证邮寄到申请人手中。实现申请人提交材料和取证“零跑腿”。</p> <p><img src=""https://cdn.xinxiliusdk.cn/static__26cf078d24f89cd854d7547eead0d52a0cc0ff3c""></p> <p> 服务下沉，实现基层群众“家门口办事”</p> <p> 加强乡镇便民服务中心和社区便民服务站建设，初步构建县、乡、社区“三级一体化”政务服务体系，初步实现基层群众“家门口办事”。</p> <p><img src=""https://cdn.xinxiliusdk.cn/static__283645091cf8d9d64e048f54a59c4b2ed866264a""></p> <p> 首问负责、限时办结制真正提升人民群众的幸福感、获得感</p> <p> 认真梳理我局承担的290多项业务，精简审批材料，压缩办结时间50%,制定首问负责、限时办结、一次告知等制度，完善考核激励机制，加强事项办理的过程监管， 强化制度的刚性约束，确保事事有回音，件件有结果，真正提升人民群众的幸福感、获得感。</p> ",2020122d0de481d335f2445e5ba2fc0b00d840,0
上海：改判！母亲因何得不到两儿子的抚养权？,"<div> <p>小 丽：离婚协议里写明了大儿子由我抚养，他现在凭什么不把孩子还给我？</p> <p>小 董：五六年时间了，她没有探视过孩子，也没有给过抚养费，她没有尽过做母亲的责任，我不能把孩子给她。</p> <p>一边是妈妈愤愤不解地埋怨</p> <p>一边是爸爸斩钉截铁地拒绝</p> <p>究竟是什么原因</p> <p>让原本协议离婚多年的他们</p> <p>为了孩子的抚养权闹上了法庭？</p> <p>大儿子到底该由谁来抚养？</p> <p>近日，上海市第一中级人民法院（以下简称上海一中院）依法改判了这起抚养权纠纷案，认定抚养关系的确定应优先考虑子女权益和意愿，根据实际情况综合认定，不能机械适用“一方抚养一个”的协议和惯例，最终驳回母亲的诉讼请求，两个孩子均由父亲抚养。</p> <p>离开多年后母亲来要抚养权</p> <p>小董和小丽结婚后育有两个儿子，一家四口和和美美。然而2014年3月两人感情破裂，最终选择协议离婚。离婚协议书中约定离婚后大儿子贝贝（当时年龄为3周岁多）归母亲小丽抚养，小儿子园园归父亲小董抚养。两人均抚养至18周岁，且互不支付抚养费。</p> <p>虽然做了上述约定，但是离婚时小丽工作正处在离职状态，且没有自己的住房，要和父母长辈们居住在一起。再加上小董父母当时表示愿意继续代为照顾两个小孩，所以离婚后，大儿子贝贝实际上一直跟随父亲小董生活。离婚后小丽去了外地，且长期没有探视过两个孩子。</p>   <img src=""https://cdn.xinxiliusdk.cn/static__8dfca0bf36e05c6e0bf150ef7c36a1617d878123"">   <p>2019年11月</p> <p>转眼五年过去了，小丽回到上海向小董要求按照当年离婚协议，将大儿子贝贝交给自己抚养。面对长期没有联系过的孩子母亲，小董没有同意她的要求。没多久，小丽便将小董诉至法院，请求法院判令大儿子贝贝交其抚养。</p>   <img src=""https://cdn.xinxiliusdk.cn/static__80a89a530c977be1433fe8339619b1267aca43dc"">   <p>一审法院认为，双方的离婚协议是合法有效的，大儿子贝贝应当随母亲小丽共同生活。现小董有协助将贝贝交还小丽的义务。小董不服该判决，上诉至上海一中院。</p> <p>尊重孩子真实意愿 大儿子仍由父亲抚养</p> <p>两人离婚后并没有完全按离婚协议约定来执行，儿子贝贝和园园一直都是和自己居住在一起，也是自己在抚养两个孩子。因长期没有同小丽联系，对小丽生活现状情况并不了解，若让孩子现在回到她身边，不利于贝贝身心健康发展。</p> <p>此外，在二审中，小董还向法庭提交了一份新证据——视频材料。视频中大儿子贝贝表达了对现在生活状态的满意，同时也表露自己愿意继续留在父亲身边。鉴于视频中贝贝表述的自然完整，且贝贝如今已经年满10周岁，上海一中院确认了这份视频的真实性，并予以采纳。</p> <p>上海一中院认为：</p> <p>本案中，虽然双方离婚时协议约定长子贝贝归小丽抚养，但离婚后贝贝实际随小董共同生活至今。且小丽并无证据证明其目前的抚养能力和抚养条件优于小董，也没有证据证明小董存在不利于抚养孩子的情形。</p> <p>当下，不应机械适用当时双方的离婚协议，而应当考虑到现实情况的变化。六年多来，贝贝同父亲小董事实上已经形成固定且有益于其健康成长的抚养生活模式。再加上贝贝本人的意愿表示，若改变贝贝目前生活居住环境，并不利于其身心健康发展。</p> <p>上海一中院遂撤销一审判决，不予支持小丽的诉请，改判大儿子贝贝由小董抚养。</p> <p>法 官 说 法</p> <p>本案主审法官孔美君表示，父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。对于抚养关系的处理应该从有利于子女身心健康，保障子女合法权益出发，同时结合父母双方的抚养能力和抚养条件、子女本人意愿等具体情况妥善解决。</p> <p>今年新实施的《民法典》中也明确写明，离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。</p> <p>作者：姚卫华 叶嘉瑶</p> <p>来源：上海一中法院</p> <p>编辑：田璇</p> </div>",20210107a9882f7aa924cee32431a2ca29e228,1
北海市生态环境局组织参加《广西壮族自治区环境行政处罚自由裁量规则》视频培训班,"<div>   <p>《广西壮族自治区环境行政处罚自由裁量规则》自2021年1月1日起开始实施。为进一步规范行政处罚案件中自由裁量权的行使，2021年1月12日，自治区生态环境厅举办《广西壮族自治区环境行政处罚自由裁量规则》视频培训班，北海分会场设在市生态环境局四楼会议室，市生态环境局和市综合行政执法局共计75人参加此次视频培训。</p> <p align=""center"">xa0<img src=""https://cdn.xinxiliusdk.cn/static__d7beeab000b5a9224f82521ad2e5c7349090a479""></p> <p>本次培训内容主要包括《广西壮族自治区环境行政处罚自由裁量规则》解读，环境行政复议、诉讼案件解析；自由裁量计算器使用演示；线上答疑等环节，对进一步规范调查取证具有很强的指导性。培训由自治区生态环境厅法律顾问黄健律师主讲，黄健律师详细阐述了广西壮族自治区环境行政处罚自由裁量规则的制定依据、适用范围、主要内容、免于行政处罚的设定和解析环境行政复议、诉讼案件。本次培训还对自由裁量计算器的使用进行了现场演示。新的行政处罚裁量基准最大的变化是通过科学合理计算处罚金额，避免人为因素对行政执法的过多干预，极大避免了处罚的随意性和不规范性。当事人在发生违法行为后有立即改正、积极采取补救措施、恢复原状、消除环境影响、积极配合调查等行为，可在限定范围内修正处罚金额。</p> <p>通过本次培训，让我市生态环境行政执法人员明确了规范行使行政处罚新自由裁量权的指导标准和工作规范，强化了生态环境行政执法人员作出行政处罚自由裁量形成的法律制约，将进一步提升了生态环境行政执法的规范性、公平性和严肃性。</p>   </div>",202101499cd772ec20a2f341a6d15892470293,0
邯郸市肥乡区：优化营商环境出实招xa0新办企业刻章政府“买单”,"<div> <p> 人民网石家庄1月5日电 “真没想到，早上9点多开始办理，不到2个小时，营业执照和企业专用章都拿到了，印章还是免费刻制的！”近日，在邯郸市肥乡区政务服务中心，刚刚办好营业执照的亚格市政工程有限公司工作人员岳先生拿着免费刻制的印章兴奋地说。</p> <p> <img src=""https://cdn.xinxiliusdk.cn/static__5c1df4a4d5bc5d304f99a0036174dfe99eac2aab""></p> <p> 肥乡区亚格市政工程有限公司工作人员岳先生拿着免费刻制的印章。 徐素霞摄</p> <p> 据悉，为提高企业开办效率，提升企业开办便利度，减轻企业负担，进一步优化政务服务环境，肥乡区在邯郸市率先推出政府免费为新办企业刻章服务，企业公章、财务专用章、法定代表人手章这3枚印章刻制费用均由政府买单，企业在肥乡区开办实现“零成本”。</p> <p> <img src=""https://cdn.xinxiliusdk.cn/static__f7eb40c4790e5b9898c6d8fc4d86be20ec60ef84""></p> <p> 办事群众在自助打印。 张亚敏摄</p> <p> 据介绍，该区新办企业可通过“河北省企业开办‘一窗通’网上服务平台”申请企业设立，同时勾选“印章刻制”选项，系统将企业信息共享至公安印章系统及刻章单位，从提交审核至印章刻制完成，全程不超过2小时；企业也可在肥乡区行政审批局市场服务科窗口现场办理。企业申请人领取营业执照时，可同步领取企业首套印章，无需额外提交印章刻制所需材料，也无需到刻章单位领取印章。（杨文娟、徐素霞）</p>  (责编：李哲、祝龙超)  </div>",202101f7695e0c1fdeb12e5217723729697b31,0
临猗县第一幼儿园开展“欢乐中国年”狂欢新年趴活动,"   <img src=""https://cdn.xinxiliusdk.cn/static__86116dfe39e0e1a509872b409f6e8337078b5f12"">   <img src=""https://cdn.xinxiliusdk.cn/static__8e037371ad7d043c214812d6f1f0076badea7725"">   <img src=""https://cdn.xinxiliusdk.cn/static__ff808440f714187328015d23e19aac7131b4abda"">   <img src=""https://cdn.xinxiliusdk.cn/static__8bae8f99dda26cbabf0fea27a3c0356d823c00a9"">   <img src=""https://cdn.xinxiliusdk.cn/static__2f17428fa2c43e16cc7337156ca4ef6f2514a261"">  <p>黄河新闻网运城讯阳光灿烂，那是新年绚丽的色彩；金钟朗朗，这是新年动人的旋律。当日历又翻开新的一页，鼠年悄然而去，牛年如期而至。在2021年元旦佳节来临之际，临猗县第一幼儿园以“根植传统文化 传承中华精神”为主题开展了系列活动，教科局分管领导冯建设、幼教股长赵银凤一行参加了孩子们的活动。</p> <p>[编辑：王薇]</p>  ",202012f860c5f24232b4a5f9528f1fb4e4a3b1,0
阳信县河流市场监管所召开学区教育机构负责人食品安全管理培训会议,"<div> <p><img src=""https://cdn.xinxiliusdk.cn/static__59e0402f3b04f281e5cba844bc594f54ab8a9d65""></p> <p><img src=""https://cdn.xinxiliusdk.cn/static__a54101a2ec2ae7ef87d13a0ced60efbc66e94449""></p> <p> 大众网·海报新闻记者 孙秀利 见习记者 刘殿章 通讯员 宋彬 马召娜 滨州报道</p> <p> 为进一步加强河流镇中小学、幼儿园、培训机构食品安全管理和疫情防控工作，保障校园师生人身安全和健康，近日，河流镇召开学区安全暨疫情防控工作会议。全镇各中小学校长、幼儿园园长、校园安全和疫情防控管理干部、各民办园、培训机构负责人参加会议。会议中，河流市场监管所所长邴本学从校园食品安全管理方面做了细致的阐述和强调。</p> </div>",202101d98b672ac33d2c15df99906e3df7991b,0
中山取消举办2021年大型迎春花市,<div>   <p>羊城晚报讯 记者林翎报道：1月13日，中山市城市管理委员会办公室发出通告称，取消举办2021年中山市大型迎春花市，调整为以镇街为单元设置临时迎春购花点。</p> <p>通告称，为做好新冠肺炎疫情的常态化防控工作，有效避免因聚集性群体活动可能带来的风险，减少疫情防控隐患，经研究，决定取消举办2021年中山市大型迎春花市，调整为以镇街为单元设置临时迎春购花点，方便市民就近购花。各临时购花点开办时间为2021年2月1日至2021年2月11日。具体购花点位以各镇街公布为准。</p> <p>来源：金羊网</p>   </div>,202101eb6c534d71e8bb93782a57e678020ed4,0
虹口区重大工程曲阳南路（四平路—临平路）辟通,"<div> <p>新民晚报讯 （特约通讯员 龙钢 记者 袁玮）家住天宝西路的市民顾先生今天骑车路过曲阳南路时发现，原先骑车去瑞虹新城时要绕一个大圈，现在直接从曲阳路就能骑到瑞虹新城了，“曲阳南路辟通后，真的方便多了。”记者从虹口区了解到，经过施工人员一年的努力，虹口区重大工程曲阳南路（四平路-临平路）8日晚上正式辟通。</p>   <img src=""https://cdn.xinxiliusdk.cn/static__425216ed966504889ec8c63cb2106eda1782f611"">   <p>图说：新辟通的曲阳南路 龙钢/摄</p> <p>此次曲阳南路辟通工程，北起四平路，南至临平路，道路全长约650米，宽度35米，道路等级为城市次干路，设计速度40km/h，曲阳南路（四平路-临平路）按双向4车道实施辟通。工程施工过程中，同步新建了合流管道，实施交通标识标线、照明、信号灯、无障碍设施、绿化等附属设施。</p> <p>记者注意到，原先曲阳路由北向南到了四平路便断头，车辆要去北外滩地区十分不便，需要绕很大的圈子，不利于北外滩的开发建设。现在曲阳南路（四平路-临平路）辟通后，将极大地改善这一地区的交通状况，原先四平路南北方向的拥堵状况也将得到缓解。道路的辟通对北外滩的开发建设也将起到积极的作用，车辆经曲阳南路至临平路、公平路，可以直接到达北外滩核心区域。另外，这几年随着瑞虹新城的崛起，大量人口导入，瑞虹新城地区市民的出行也成为了人们关注的重点。此次，曲阳南路的辟通，无疑使瑞虹新城地区的市民出行更为方便。顾先生告诉记者，他的父母亲和兄弟住在瑞虹新城，自己住在天宝西路，两地近在咫尺。然而，过去由于道路不通，曲阳路到了四平路就断头了，现在好了，去看父母亲近多了。</p> <p>近年来，虹口区不断完善城区基础设施建设和区域路网体系，结合城市更新和项目开发，对北外滩、彩虹湾、瑞虹新城等重点区域多条道路实施拓宽、改造和辟通，三门路、衡水路、广灵四路等区区对接道路也相继开通，市民出行状况大为改善。</p> </div>",202101fb14c72e89dd8531534f19340137cc6b,0
玉树机场年旅客吞吐量创新高,<div> <p> 2020年12月25日，随着东方航空MU2313航班平稳降落，玉树机场迎来今年第35万名旅客，实现继2018年旅客吞吐量突破30万人次后，运输生产又迈上新台阶。</p><p> 近年来，玉树机场始终坚持航空主战场战略不动摇，加快航线网络布局，深挖客货源市场，全力推动运输生产快速发展。2020年，玉树机场统筹新冠肺炎疫情防控和运输生产，主动作为、积极应对，以最强措施、最快速度恢复主业生产，航空主业实现逆势强劲增长。</p><p> 2020年8月，旅客运输指标实现正向增长，11月28日提前33天完成2019年同期旅客运输指标，12月7日完成货邮年度生产任务指标，全年旅客运输量较2019年增长12%。</p><p> 目前，玉树机场已有3家航空公司运营，开通西宁、成都、北京、西安、拉萨5条航线航点，每周航班达108架次。今年，玉树机场力争新开重庆、广州、香格里拉等航线航点。</p> </div>,202101b005bdb0d087cb7765ec6831dcc78ece,0
“蓝剑-2020”森林火灾联合扑救演练在肇庆举行," <p>“羚山南侧森林着火啦！火势很大，请你们快来救火!”“收到！我们马上派队伍组织扑救。”12月30日下午3时，肇庆羚山南侧森林发生“山火”，大量浓烟冒出。这惊险的一幕，是广东省消防救援总队与福建森林消防总队广东肇庆驻防队伍在肇庆市羚山森林公园区域共同开展森林火灾联合扑救演练。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__b40f71b4a2d9baedc24a1287feff275d51350433"">  <p>参与本次演练有三个单位共7支队伍，分别是广东省消防救援总队的肇庆、佛山、云浮、机动、训练与保障等5个支队，福建森林消防总队广东肇庆驻防队伍，广东省政务飞行队两架直升机，共500余人参加，这也是自今年11月29日福建森林消防总队组织300名指战员赴广东跨省机动驻防以来，首次与广东省消防救援总队联合开展森林火灾扑灭演练。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__da66398aee0d9e153c73669ba79a5d798972bbac"">  <p>在演练现场，随着演练总指挥下达“开始”口令，“蓝剑-2020”森林火灾联合扑救演练正式开始。此次演练模拟羚山森林公园南侧山林发生森林火灾，火势蔓延迅速，区域内有村庄群众和化工企业受火势威胁。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__b7ee382368cb0c49604690b7f8300936c2ad6142"">  <p>在演练中，总指挥部命令参演支队除保护村庄和化工厂外，铺设水带上山推进，利用消防车沿上山路线推进一公设置中转水囊，为森林消防队伍供水保障，形成前灭后保协同作战。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__9373a8f9750de3f39749a2678e3a89d431c7a0b0"">  <p>记者了解到，按照广东省消防救援队伍扑救森林火灾指南规定，结合城市消防实际，城市消防救援队伍扑救森林火灾主要负责重点设施保护、供水和上山推进1公里灭火任务。在火场空地紧急救援过程中，机动支队消防指战员配合飞行队利用升降绞车投送灭火装备。</p>  <img src=""https://cdn.xinxiliusdk.cn/static__50b4b9cdacfcca4ac4c50ee711399329bade2ba7"">  <p>本次演练结合近年来森林火灾案例和消防队伍日常训练实际，设置无人机侦察建模、森林消防内攻灭火、远程供水、直升机灭火救援、战术灭火等15个项目，重点体现以水灭火、无人机侦察建模、直升机吊桶灭火、调配物资、地空应急通信等，全方位、全要素综合展示广东省消防救援队伍与福建森林消防驻防队伍扑救森林火灾实战能力，为切实做好广东省森林火灾各项工作奠定良好的基础。</p> <p>广州日报全媒体文字记者：于敢勇通讯员：卓珮玮</p> <p>广州日报全媒体图片记者：于敢勇</p> <p>广州日报全媒体编辑：童丹</p> ",20201297e76db7d5d5f312f65519c64a68bf30,0
芜湖港吞吐创新高,"<div> <p><img src=""https://cdn.xinxiliusdk.cn/static__04b17d878abedec8629fc53d6a70ade423224332""></p> <p>1月7日，芜湖港朱家桥码头一片繁忙的景象。去年，芜湖港积极克服疫情、汛情带来的不利影响，开通芜湖—上海外高桥“点到点”外贸直达航线，为省内企业提供了便捷、高效的集装箱物流运输通道，有力保障了港口集装箱量快速增长，全年集装箱吞吐量突破110万标箱，再创历史新高。（记者 李博 摄）</p> </div>",202101a1f89e3203c4eb0f4e8fa71a10304bdc,0
雪落齐鲁 风景如画,,2020123685984c4d05b697605474ab0ef2b4e9,0
利辛县程家集镇开展校车专项检查,<div> <p> 日前，利辛县程家集镇组织安监站、派出所、中心校开展联合执法，对辖区内所有幼儿园的校车进行了全面检查。 </p> <p> 检查组重点检查了校车是否存在超载、驾驶人员是否有驾驶资质、随车体温记录是否齐全、校车内学生是否佩戴口罩等。检查中发现，所有校车车内环境卫生状况较好，均有消毒液、口罩、体温计、灭火器等物品，对少数校车灭火器过期的现象，工作人员给予纠正，要求当场整改。 （邵强） </p> </div>,202101594b2cdc574f7396bc63fcf30c07fa59,0
